track,frame,x,y,class,width,height
177,986,713,242,car,77,56
178,986,332,396,car,153,117
179,986,774,189,car,70,56
182,986,946,884,car,777,281
156,987,490,471,car,153,141
162,987,537,392,car,133,85
164,987,628,346,car,82,81
171,987,634,283,car,109,77
175,987,550,354,car,131,92
177,987,713,243,car,77,56
178,987,323,401,car,158,120
182,987,864,867,car,749,278
183,987,1804,445,car,93,111
156,988,489,473,car,152,140
162,988,537,392,car,132,85
164,988,628,346,car,82,81
171,988,635,283,car,109,77
175,988,549,354,car,128,90
177,988,713,243,car,76,55
178,988,311,406,car,162,124
179,988,770,191,car,68,54
182,988,784,850,car,723,275
183,988,1782,434,car,95,108
156,989,489,473,car,152,140
162,989,537,394,car,129,83
164,989,629,347,car,83,81
171,989,634,283,car,108,77
175,989,549,354,car,128,90
177,989,712,244,car,75,54
178,989,302,410,car,167,128
179,989,769,192,car,70,55
182,989,709,837,car,677,263
183,989,1760,422,car,97,107
156,990,489,474,car,152,139
162,990,536,394,car,130,83
164,990,628,347,car,85,83
171,990,633,282,car,105,75
175,990,550,354,car,128,89
177,990,711,244,car,75,54
178,990,292,415,car,171,130
179,990,767,192,car,69,54
182,990,632,820,car,659,262
183,990,1737,411,car,99,104
156,991,489,474,car,152,139
164,991,628,347,car,87,85
171,991,632,281,car,103,73
177,991,710,245,car,76,53
178,991,284,420,car,169,128
179,991,765,193,car,70,55
182,991,556,807,car,634,256
183,991,1719,399,car,100,101
156,992,490,474,car,153,140
164,992,627,347,car,97,96
171,992,633,280,car,101,71
177,992,708,243,car,76,53
178,992,273,425,car,172,130
179,992,764,194,car,72,57
182,992,480,795,car,615,254
183,992,1701,391,car,100,98
156,993,490,474,car,154,142
164,993,628,347,car,98,99
171,993,633,281,car,102,71
177,993,708,244,car,78,54
178,993,263,429,car,176,132
179,993,762,195,car,73,57
182,993,407,786,car,577,242
183,993,1681,381,car,102,96
184,993,1826,386,car,76,84
156,994,491,474,car,155,142
164,994,628,347,car,99,100
171,994,633,281,car,103,71
177,994,708,244,car,79,54
178,994,253,433,car,180,135
179,994,761,195,car,72,57
182,994,333,776,car,553,235
183,994,1664,371,car,103,95
184,994,1809,377,car,78,83
156,995,490,474,car,155,142
164,995,629,347,car,91,92
171,995,634,281,car,103,71
177,995,708,244,car,81,55
178,995,243,437,car,181,134
179,995,760,196,car,75,59
182,995,261,765,car,530,228
183,995,1647,361,car,105,94
184,995,1793,368,car,80,80
156,996,490,474,car,156,143
164,996,628,347,car,88,88
171,996,633,282,car,106,73
175,996,549,356,car,130,91
177,996,708,244,car,82,55
178,996,233,442,car,184,136
179,996,758,197,car,75,59
182,996,199,755,car,514,226
183,996,1633,353,car,102,90
184,996,1776,359,car,80,77
156,997,490,472,car,156,144
164,997,628,347,car,85,85
171,997,633,283,car,109,75
175,997,550,353,car,124,87
177,997,709,243,car,81,55
178,997,224,445,car,189,139
179,997,760,197,car,73,58
182,997,157,749,car,489,221
183,997,1619,345,car,102,88
184,997,1760,352,car,85,79
156,998,489,472,car,155,143
162,998,535,395,car,126,80
164,998,628,346,car,84,85
171,998,633,284,car,111,78
175,998,550,353,car,124,86
177,998,709,244,car,80,54
178,998,217,448,car,189,139
179,998,759,198,car,74,58
182,998,118,741,car,455,214
183,998,1606,337,car,104,88
184,998,1745,345,car,85,75
156,999,490,472,car,154,143
162,999,536,395,car,126,80
164,999,628,346,car,83,83
171,999,633,284,car,110,78
175,999,550,352,car,123,85
177,999,710,244,car,80,54
178,999,210,452,car,192,141
182,999,83,734,car,419,208
183,999,1591,332,car,98,81
184,999,1728,337,car,87,76
156,1000,490,472,car,153,143
162,1000,536,395,car,126,79
164,1000,628,346,car,82,83
171,1000,634,284,car,110,78
175,1000,549,352,car,122,84
177,1000,710,243,car,79,53
178,1000,203,454,car,198,145
182,1000,46,728,car,394,210
183,1000,1579,323,car,100,81
184,1000,1715,331,car,86,72
156,1001,490,471,car,153,143
162,1001,537,394,car,128,81
164,1001,628,346,car,83,84
171,1001,634,284,car,110,78
175,1001,549,353,car,124,86
177,1001,710,243,car,79,53
178,1001,195,455,car,206,151
179,1001,758,199,car,77,61
182,1001,-11,719,car,391,209
183,1001,1568,318,car,100,81
184,1001,1702,324,car,85,69
156,1002,488,471,car,153,143
162,1002,536,394,car,127,80
164,1002,628,347,car,83,84
175,1002,549,353,car,126,87
177,1002,710,243,car,81,55
178,1002,185,459,car,204,149
179,1002,757,200,car,76,61
183,1002,1554,311,car,96,76
184,1002,1688,318,car,86,67
156,1003,488,471,car,152,143
162,1003,536,394,car,127,80
164,1003,628,347,car,84,84
171,1003,632,283,car,105,74
175,1003,549,354,car,127,87
177,1003,709,243,car,82,55
178,1003,177,464,car,204,149
179,1003,756,201,car,75,60
183,1003,1542,304,car,97,76
184,1003,1674,312,car,85,65
156,1004,488,473,car,152,142
164,1004,628,347,car,85,86
171,1004,633,282,car,104,73
175,1004,549,356,car,132,92
177,1004,708,243,car,81,55
178,1004,170,467,car,206,149
179,1004,754,202,car,76,61
183,1004,1532,298,car,95,74
184,1004,1662,305,car,85,64
156,1005,489,473,car,153,143
164,1005,628,347,car,86,86
171,1005,633,281,car,100,70
175,1005,547,357,car,134,94
177,1005,707,243,car,79,53
178,1005,163,469,car,205,148
179,1005,753,202,car,76,61
183,1005,1519,291,car,92,71
184,1005,1648,300,car,87,64
185,1005,1802,435,car,89,100
156,1006,490,473,car,153,143
164,1006,628,347,car,87,86
171,1006,633,280,car,99,69
175,1006,546,358,car,134,95
177,1006,707,243,car,79,53
178,1006,156,472,car,207,148
179,1006,752,204,car,76,60
183,1006,1509,284,car,92,70
184,1006,1635,294,car,84,60
185,1006,1780,424,car,91,97
156,1007,490,473,car,152,141
164,1007,629,347,car,87,87
171,1007,633,281,car,101,69
175,1007,545,360,car,134,95
177,1007,707,242,car,79,53
178,1007,151,473,car,208,148
179,1007,751,203,car,78,62
183,1007,1499,279,car,92,70
184,1007,1625,290,car,84,59
185,1007,1759,411,car,93,96
156,1008,488,474,car,151,140
164,1008,628,347,car,86,85
171,1008,632,281,car,103,71
175,1008,547,359,car,134,96
177,1008,707,244,car,78,52
178,1008,147,477,car,210,149
179,1008,750,204,car,78,62
183,1008,1491,274,car,89,67
184,1008,1613,285,car,85,60
185,1008,1739,402,car,95,93
156,1009,489,473,car,151,141
164,1009,628,347,car,85,84
171,1009,632,282,car,106,73
175,1009,549,357,car,130,93
177,1009,708,243,car,77,51
178,1009,140,480,car,218,154
179,1009,750,204,car,78,61
183,1009,1482,270,car,87,65
184,1009,1604,279,car,81,56
185,1009,1719,392,car,96,91
156,1010,489,473,car,152,141
164,1010,628,347,car,85,84
171,1010,632,283,car,108,75
175,1010,549,356,car,128,91
177,1010,709,243,car,78,52
178,1010,135,483,car,217,154
179,1010,749,204,car,78,61
183,1010,1475,264,car,85,63
184,1010,1594,273,car,81,54
185,1010,1702,382,car,94,86
156,1011,490,473,car,153,143
164,1011,628,348,car,84,83
171,1011,632,283,car,107,75
175,1011,550,354,car,126,90
177,1011,709,243,car,80,53
178,1011,130,485,car,217,153
179,1011,749,204,car,77,61
183,1011,1467,259,car,87,64
184,1011,1584,269,car,80,53
185,1011,1684,371,car,97,86
156,1012,490,473,car,152,142
162,1012,535,395,car,127,79
164,1012,628,346,car,83,83
171,1012,633,283,car,108,76
175,1012,551,353,car,122,87
177,1012,710,243,car,81,54
178,1012,125,488,car,215,151
179,1012,748,204,car,78,61
183,1012,1458,254,car,83,61
184,1012,1575,266,car,80,53
185,1012,1666,362,car,97,83
156,1013,491,472,car,153,144
162,1013,535,396,car,127,79
164,1013,628,346,car,83,83
171,1013,634,283,car,108,76
175,1013,551,353,car,124,88
177,1013,710,243,car,81,54
178,1013,118,489,car,217,152
179,1013,748,204,car,77,61
183,1013,1451,251,car,80,58
184,1013,1567,261,car,79,52
185,1013,1651,354,car,99,83
156,1014,491,472,car,154,144
164,1014,628,346,car,83,82
171,1014,635,283,car,107,76
175,1014,551,354,car,126,89
178,1014,111,491,car,217,152
179,1014,747,204,car,77,60
183,1014,1442,246,car,80,58
184,1014,1559,257,car,77,50
185,1014,1635,346,car,98,80
156,1015,491,472,car,154,145
164,1015,628,347,car,83,83
171,1015,635,283,car,106,75
175,1015,550,356,car,132,94
177,1015,711,243,car,84,56
178,1015,108,494,car,219,153
179,1015,746,204,car,76,59
183,1015,1434,242,car,80,58
184,1015,1550,253,car,77,50
185,1015,1618,337,car,98,78
156,1016,491,472,car,153,144
164,1016,628,347,car,84,84
171,1016,635,282,car,105,74
175,1016,548,355,car,128,92
177,1016,710,243,car,82,55
178,1016,105,495,car,220,155
179,1016,743,206,car,80,63
183,1016,1426,238,car,78,57
184,1016,1541,249,car,76,49
185,1016,1604,328,car,98,76
156,1017,490,474,car,151,141
164,1017,628,346,car,94,95
171,1017,634,281,car,102,72
175,1017,548,355,car,129,92
177,1017,709,244,car,80,54
178,1017,102,500,car,219,155
179,1017,742,208,car,82,65
183,1017,1418,235,car,76,55
184,1017,1532,246,car,77,49
185,1017,1590,323,car,95,74
156,1018,490,473,car,152,142
164,1018,628,347,car,97,98
171,1018,633,281,car,101,70
175,1018,546,356,car,130,94
177,1018,708,243,car,79,53
178,1018,99,504,car,220,157
179,1018,742,209,car,82,65
183,1018,1413,231,car,73,53
184,1018,1523,241,car,74,47
185,1018,1578,316,car,99,76
156,1019,489,473,car,151,141
164,1019,628,347,car,97,100
171,1019,634,281,car,100,70
175,1019,547,358,car,131,95
177,1019,707,243,car,79,53
178,1019,95,506,car,220,160
179,1019,741,208,car,81,65
183,1019,1406,228,car,72,52
184,1019,1516,238,car,74,47
185,1019,1566,309,car,100,76
156,1020,489,473,car,152,141
164,1020,628,347,car,97,100
171,1020,633,281,car,101,69
175,1020,546,358,car,131,96
177,1020,708,242,car,78,53
178,1020,90,511,car,222,164
179,1020,741,208,car,82,66
183,1020,1401,225,car,71,51
184,1020,1508,235,car,72,46
185,1020,1553,302,car,94,71
156,1021,489,473,car,152,141
164,1021,629,347,car,90,92
171,1021,634,281,car,101,69
175,1021,546,358,car,131,96
177,1021,708,242,car,78,53
178,1021,86,513,car,221,167
179,1021,740,209,car,81,66
183,1021,1395,221,car,71,52
184,1021,1502,231,car,73,47
185,1021,1541,295,car,91,67
156,1022,490,472,car,153,142
164,1022,628,347,car,87,89
171,1022,633,282,car,105,72
175,1022,547,358,car,130,96
178,1022,82,518,car,215,166
179,1022,740,209,car,81,66
183,1022,1389,217,car,69,51
184,1022,1496,228,car,72,46
185,1022,1530,290,car,87,63
156,1023,489,473,car,152,142
164,1023,629,347,car,85,87
171,1023,633,283,car,106,73
175,1023,547,357,car,129,95
178,1023,77,523,car,209,166
179,1023,739,210,car,80,66
183,1023,1385,213,car,67,49
184,1023,1491,225,car,73,47
185,1023,1520,285,car,86,62
156,1024,489,472,car,153,142
164,1024,629,346,car,84,86
171,1024,635,283,car,107,74
175,1024,548,356,car,129,96
178,1024,69,526,car,203,167
179,1024,738,210,car,81,66
183,1024,1379,211,car,65,48
184,1024,1486,223,car,71,46
185,1024,1513,279,car,85,61
156,1025,489,472,car,152,142
164,1025,628,346,car,84,86
171,1025,635,284,car,108,75
175,1025,549,357,car,128,96
178,1025,61,529,car,204,175
179,1025,739,210,car,82,67
183,1025,1373,207,car,65,48
184,1025,1480,220,car,70,45
185,1025,1502,274,car,85,60
156,1026,489,472,car,153,143
164,1026,628,346,car,83,86
171,1026,635,284,car,109,76
175,1026,549,357,car,128,96
178,1026,55,531,car,191,171
179,1026,738,211,car,82,68
183,1026,1368,205,car,64,47
184,1026,1473,218,car,68,44
185,1026,1494,269,car,84,58
156,1027,489,472,car,152,143
164,1027,629,346,car,83,85
171,1027,635,284,car,108,76
175,1027,549,357,car,129,97
178,1027,48,531,car,166,155
183,1027,1364,203,car,62,46
184,1027,1466,214,car,65,42
185,1027,1482,265,car,83,57
156,1028,488,473,car,150,141
164,1028,628,346,car,82,85
171,1028,634,284,car,108,76
175,1028,548,357,car,126,95
178,1028,37,529,car,146,144
183,1028,1360,200,car,61,45
184,1028,1461,211,car,65,42
185,1028,1475,261,car,78,53
156,1029,489,473,car,150,140
164,1029,628,347,car,83,85
171,1029,634,283,car,106,74
175,1029,548,357,car,126,95
178,1029,27,527,car,149,157
183,1029,1356,198,car,59,44
184,1029,1455,208,car,61,39
185,1029,1465,256,car,83,57
156,1030,488,474,car,149,139
164,1030,628,347,car,84,86
171,1030,633,282,car,104,72
175,1030,547,358,car,126,95
178,1030,20,529,car,149,157
183,1030,1351,195,car,59,43
184,1030,1448,205,car,60,38
185,1030,1458,252,car,80,54
156,1031,488,474,car,150,139
164,1031,628,347,car,93,96
171,1031,633,282,car,102,70
175,1031,547,358,car,126,96
179,1031,737,211,car,78,65
183,1031,1347,192,car,58,42
184,1031,1446,204,car,63,41
185,1031,1450,249,car,76,51
156,1032,488,474,car,149,139
164,1032,628,347,car,96,99
171,1032,634,281,car,100,69
175,1032,545,360,car,130,99
179,1032,737,211,car,78,65
183,1032,1343,190,car,56,41
184,1032,1439,201,car,62,40
185,1032,1442,244,car,76,52
156,1033,488,474,car,150,138
164,1033,628,347,car,96,100
171,1033,634,281,car,100,69
175,1033,545,360,car,130,99
183,1033,1339,188,car,56,41
184,1033,1434,198,car,58,37
185,1033,1435,240,car,75,51
156,1034,488,474,car,150,138
164,1034,628,347,car,96,101
171,1034,634,282,car,102,69
175,1034,545,360,car,130,100
183,1034,1337,185,car,55,40
184,1034,1428,194,car,57,36
185,1034,1428,236,car,76,52
156,1035,489,473,car,150,138
164,1035,629,347,car,88,92
171,1035,634,282,car,105,71
175,1035,545,360,car,131,100
183,1035,1332,183,car,55,40
185,1035,1421,231,car,74,51
156,1036,488,473,car,151,140
164,1036,628,347,car,84,88
171,1036,634,283,car,107,73
175,1036,549,356,car,124,94
183,1036,1331,181,car,55,41
184,1036,1422,192,car,55,35
185,1036,1416,230,car,68,47
156,1037,488,474,car,151,140
164,1037,628,346,car,82,85
171,1037,634,283,car,108,74
175,1037,549,355,car,122,93
183,1037,1328,179,car,53,40
184,1037,1417,189,car,54,35
185,1037,1411,222,car,77,54
156,1038,489,473,car,151,140
162,1038,535,396,car,124,78
164,1038,628,346,car,82,85
171,1038,635,282,car,108,74
175,1038,550,355,car,120,91
183,1038,1325,177,car,50,37
185,1038,1407,220,car,73,52
156,1039,489,473,car,152,140
162,1039,536,395,car,125,79
164,1039,628,346,car,81,84
171,1039,635,284,car,109,75
175,1039,551,354,car,120,91
183,1039,1323,174,car,49,36
185,1039,1399,215,car,73,51
156,1040,489,473,car,151,140
162,1040,536,394,car,124,79
164,1040,628,346,car,81,84
171,1040,634,284,car,108,76
175,1040,551,354,car,120,90
183,1040,1321,173,car,49,36
184,1040,1409,182,car,46,29
156,1041,488,474,car,151,140
162,1041,536,394,car,124,78
164,1041,628,346,car,81,84
171,1041,634,283,car,107,75
175,1041,550,356,car,121,91
183,1041,1317,171,car,47,35
184,1041,1407,181,car,45,28
185,1041,1388,213,car,62,43
156,1042,488,473,car,151,140
162,1042,536,394,car,124,78
164,1042,628,347,car,82,85
171,1042,633,283,car,105,73
175,1042,550,354,car,118,88
183,1042,1316,170,car,47,35
184,1042,1403,179,car,44,27
185,1042,1385,210,car,63,44
156,1043,487,474,car,151,140
164,1043,629,347,car,84,87
171,1043,633,281,car,101,70
175,1043,550,354,car,117,87
183,1043,1312,167,car,47,34
185,1043,1380,207,car,63,44
156,1044,487,473,car,151,140
164,1044,628,348,car,92,95
171,1044,633,280,car,99,68
183,1044,1310,166,car,47,34
185,1044,1373,204,car,62,43
156,1045,487,474,car,151,140
164,1045,628,347,car,94,98
171,1045,632,280,car,99,67
183,1045,1307,164,car,46,34
156,1046,486,474,car,151,140
164,1046,628,347,car,95,99
171,1046,632,281,car,100,67
185,1046,1366,201,car,54,37
156,1047,486,474,car,151,140
164,1047,627,347,car,94,100
171,1047,633,281,car,101,68
184,1047,1384,171,car,47,30
185,1047,1361,198,car,53,36
156,1048,487,473,car,151,140
164,1048,628,347,car,86,90
171,1048,632,281,car,106,71
175,1048,549,355,car,120,89
183,1048,1303,160,car,42,31
184,1048,1382,172,car,48,31
185,1048,1360,197,car,51,35
187,1048,1747,310,car,152,147
156,1049,488,473,car,152,141
164,1049,628,347,car,83,87
171,1049,633,282,car,107,72
175,1049,550,354,car,120,89
183,1049,1301,159,car,41,30
184,1049,1381,169,car,46,31
185,1049,1356,194,car,52,36
187,1049,1725,300,car,152,144
156,1050,488,473,car,151,141
164,1050,628,346,car,82,85
171,1050,633,283,car,108,73
175,1050,549,354,car,120,88
184,1050,1379,169,car,44,30
185,1050,1352,191,car,56,39
187,1050,1701,294,car,146,136
156,1051,488,472,car,152,142
164,1051,628,345,car,81,85
171,1051,633,283,car,108,73
175,1051,549,354,car,120,88
183,1051,1298,156,car,45,33
184,1051,1376,167,car,44,30
185,1051,1350,189,car,52,36
187,1051,1681,283,car,149,136
156,1052,489,472,car,154,144
164,1052,628,345,car,81,84
171,1052,634,283,car,106,72
175,1052,550,353,car,121,87
183,1052,1298,156,car,43,32
185,1052,1345,186,car,51,35
187,1052,1662,274,car,144,131
156,1053,489,472,car,154,144
164,1053,628,347,car,81,85
171,1053,633,283,car,105,72
175,1053,550,353,car,120,87
183,1053,1295,154,car,43,32
187,1053,1640,268,car,142,127
156,1054,488,471,car,155,145
164,1054,628,348,car,82,85
171,1054,633,283,car,105,72
175,1054,550,354,car,121,87
183,1054,1295,153,car,44,33
185,1054,1338,182,car,52,36
187,1054,1625,261,car,138,122
156,1055,489,473,car,153,143
164,1055,628,347,car,83,87
171,1055,633,282,car,103,70
175,1055,549,356,car,126,91
183,1055,1293,152,car,44,33
185,1055,1333,179,car,51,36
187,1055,1609,254,car,137,119
156,1056,488,473,car,151,141
164,1056,628,347,car,92,96
171,1056,633,280,car,102,69
175,1056,549,356,car,127,92
187,1056,1595,250,car,136,117
156,1057,488,473,car,151,141
164,1057,628,346,car,94,99
171,1057,633,280,car,102,69
175,1057,546,358,car,133,97
187,1057,1579,241,car,130,111
156,1058,489,474,car,151,140
164,1058,628,347,car,94,100
171,1058,633,279,car,103,68
175,1058,544,359,car,134,98
187,1058,1565,235,car,125,107
156,1059,490,474,car,151,140
164,1059,628,347,car,94,100
171,1059,633,279,car,103,68
175,1059,544,359,car,133,97
187,1059,1554,231,car,123,102
156,1060,491,474,car,153,141
164,1060,629,347,car,87,92
171,1060,633,281,car,104,69
175,1060,545,359,car,129,95
187,1060,1542,224,car,124,103
190,1060,1806,368,car,79,82
156,1061,491,474,car,154,141
164,1061,629,347,car,84,88
171,1061,633,282,car,107,71
175,1061,547,357,car,126,93
187,1061,1530,221,car,120,100
190,1061,1778,356,car,71,71
156,1062,491,474,car,155,143
164,1062,628,346,car,82,85
171,1062,633,282,car,108,71
175,1062,550,355,car,123,90
187,1062,1522,218,car,118,99
190,1062,1747,344,car,73,71
156,1063,491,475,car,156,143
162,1063,535,394,car,128,80
164,1063,628,346,car,82,85
175,1063,551,355,car,123,90
187,1063,1508,213,car,114,95
190,1063,1724,332,car,73,68
156,1064,491,476,car,156,142
162,1064,535,395,car,128,81
164,1064,628,346,car,82,85
175,1064,552,356,car,124,91
190,1064,1701,322,car,72,66
156,1065,491,476,car,157,142
164,1065,628,346,car,81,85
171,1065,633,283,car,111,74
175,1065,553,355,car,123,90
190,1065,1678,313,car,74,65
156,1066,490,476,car,161,146
162,1066,536,395,car,123,77
164,1066,628,347,car,80,84
171,1066,633,283,car,109,74
175,1066,549,355,car,122,89
187,1066,1484,202,car,101,84
190,1066,1656,303,car,74,64
156,1067,487,478,car,156,141
162,1067,533,400,car,113,66
164,1067,628,347,car,81,84
171,1067,633,282,car,108,73
175,1067,546,357,car,126,92
187,1067,1472,196,car,97,80
190,1067,1640,295,car,74,62
156,1068,487,479,car,160,144
162,1068,534,394,car,132,80
164,1068,627,347,car,91,94
171,1068,633,281,car,105,71
175,1068,546,357,car,126,92
187,1068,1468,193,car,102,84
190,1068,1619,287,car,70,58
156,1069,486,480,car,160,144
162,1069,533,394,car,133,80
164,1069,625,347,car,94,97
171,1069,633,281,car,104,70
177,1069,534,386,car,132,91
185,1069,1303,158,car,41,28
187,1069,1457,188,car,99,81
190,1069,1605,280,car,69,56
193,1069,1495,271,car,112,80
156,1070,484,481,car,163,146
164,1070,627,347,car,89,91
171,1070,633,280,car,102,68
175,1070,544,359,car,129,94
177,1070,534,392,car,125,86
185,1070,1299,158,car,41,27
190,1070,1589,273,car,69,54
193,1070,1479,263,car,108,77
156,1071,483,483,car,166,148
164,1071,628,346,car,86,88
171,1071,633,280,car,101,67
175,1071,543,359,car,131,96
177,1071,532,396,car,125,84
185,1071,1296,157,car,38,25
190,1071,1576,268,car,68,53
193,1071,1463,254,car,105,75
156,1072,481,485,car,169,150
164,1072,629,346,car,86,87
171,1072,633,281,car,102,67
175,1072,543,359,car,132,96
177,1072,529,400,car,126,85
185,1072,1294,155,car,37,25
190,1072,1561,261,car,70,54
193,1072,1454,250,car,97,69
156,1073,479,485,car,174,155
164,1073,626,346,car,94,96
171,1073,633,281,car,105,69
179,1073,534,384,car,129,108
190,1073,1549,255,car,67,51
193,1073,1440,242,car,93,66
156,1074,477,488,car,178,158
164,1074,625,347,car,96,100
171,1074,633,282,car,107,71
179,1074,532,383,car,137,120
190,1074,1538,250,car,66,50
193,1074,1430,237,car,91,65
156,1075,475,491,car,180,161
164,1075,624,347,car,95,99
171,1075,633,282,car,108,71
179,1075,531,387,car,134,116
190,1075,1527,245,car,66,49
193,1075,1416,229,car,88,63
156,1076,469,497,car,176,157
164,1076,623,347,car,95,99
171,1076,633,282,car,108,71
179,1076,530,387,car,137,120
190,1076,1517,240,car,64,47
156,1077,467,503,car,175,156
164,1077,625,347,car,93,98
171,1077,633,281,car,107,71
179,1077,531,392,car,130,113
190,1077,1507,235,car,66,48
193,1077,1403,222,car,83,59
156,1078,464,508,car,181,162
164,1078,622,348,car,95,100
171,1078,634,282,car,107,71
179,1078,531,387,car,143,127
190,1078,1498,231,car,64,46
193,1078,1394,215,car,85,61
156,1079,459,512,car,185,165
164,1079,622,348,car,94,99
171,1079,634,281,car,104,70
179,1079,528,392,car,140,124
190,1079,1490,228,car,61,44
193,1079,1386,211,car,84,61
156,1080,454,515,car,194,175
164,1080,620,348,car,95,99
171,1080,633,281,car,104,69
179,1080,527,393,car,145,129
190,1080,1479,224,car,65,46
193,1080,1379,207,car,79,57
156,1081,449,519,car,199,181
164,1081,617,350,car,94,97
171,1081,633,282,car,104,69
179,1081,526,395,car,146,131
190,1081,1472,218,car,62,43
193,1081,1372,204,car,76,55
156,1082,446,525,car,201,183
164,1082,615,351,car,93,95
171,1082,633,280,car,102,67
179,1082,524,396,car,147,134
190,1082,1466,214,car,60,42
193,1082,1366,200,car,72,52
156,1083,443,534,car,202,186
164,1083,613,352,car,91,92
171,1083,633,279,car,101,67
179,1083,522,401,car,138,123
190,1083,1457,211,car,59,41
193,1083,1361,197,car,72,52
156,1084,435,541,car,206,191
164,1084,613,353,car,92,92
171,1084,634,279,car,101,66
179,1084,521,404,car,140,124
190,1084,1449,209,car,56,40
193,1084,1356,194,car,68,50
156,1085,426,551,car,209,194
164,1085,613,354,car,94,92
171,1085,633,278,car,101,66
179,1085,519,404,car,146,128
190,1085,1444,206,car,57,40
193,1085,1351,191,car,67,49
156,1086,420,561,car,209,195
164,1086,611,355,car,94,91
179,1086,516,407,car,147,129
190,1086,1439,202,car,57,40
193,1086,1346,187,car,67,50
156,1087,412,570,car,221,208
164,1087,610,358,car,91,86
190,1087,1434,198,car,57,40
193,1087,1341,182,car,65,48
156,1088,406,577,car,228,215
164,1088,609,360,car,94,87
190,1088,1430,195,car,54,38
193,1088,1339,180,car,64,48
156,1089,397,591,car,228,216
164,1089,608,361,car,96,89
179,1089,506,422,car,139,120
190,1089,1424,192,car,55,39
193,1089,1336,177,car,63,48
156,1090,387,602,car,231,219
164,1090,607,363,car,98,89
177,1090,499,441,car,143,94
179,1090,503,425,car,139,120
190,1090,1418,190,car,54,39
193,1090,1332,176,car,61,47
156,1091,377,614,car,241,230
164,1091,606,364,car,98,89
177,1091,497,444,car,144,95
190,1091,1415,188,car,51,37
193,1091,1328,173,car,61,48
156,1092,368,630,car,241,231
164,1092,603,367,car,101,90
175,1092,626,301,car,112,86
177,1092,496,443,car,158,107
190,1092,1411,187,car,49,36
193,1092,1325,172,car,57,45
156,1093,358,646,car,248,240
164,1093,599,369,car,105,94
175,1093,628,301,car,110,87
177,1093,494,445,car,161,108
190,1093,1406,183,car,50,37
193,1093,1322,172,car,52,41
156,1094,345,664,car,256,248
164,1094,597,373,car,103,92
175,1094,626,301,car,110,89
190,1094,1403,181,car,48,35
193,1094,1319,170,car,46,36
156,1095,331,684,car,263,257
164,1095,595,376,car,103,91
175,1095,624,303,car,109,89
190,1095,1397,178,car,47,34
193,1095,1314,168,car,44,34
156,1096,318,704,car,271,267
164,1096,593,379,car,107,96
175,1096,624,302,car,106,87
190,1096,1396,177,car,45,33
199,1096,692,276,car,78,62
156,1097,310,716,car,277,273
164,1097,591,382,car,108,97
175,1097,622,302,car,111,93
179,1097,479,445,car,177,155
190,1097,1391,176,car,45,33
199,1097,693,276,car,78,62
164,1098,585,384,car,110,98
175,1098,621,304,car,110,92
179,1098,475,448,car,180,158
190,1098,1385,173,car,44,32
199,1098,693,276,car,78,62
164,1099,582,388,car,110,98
175,1099,618,307,car,111,93
179,1099,468,458,car,186,166
199,1099,691,275,car,78,62
164,1100,580,390,car,111,99
175,1100,616,309,car,115,98
179,1100,461,463,car,185,167
199,1100,691,277,car,78,63
156,1101,228,830,car,337,335
164,1101,578,394,car,115,101
175,1101,614,310,car,116,98
179,1101,458,466,car,188,170
183,1101,1307,157,car,43,30
199,1101,690,277,car,79,64
156,1102,216,847,car,346,344
164,1102,572,398,car,114,99
175,1102,614,313,car,115,98
179,1102,453,476,car,191,175
183,1102,1306,157,car,46,32
199,1102,686,278,car,77,63
156,1103,180,893,car,352,351
164,1103,567,401,car,118,102
171,1103,713,242,car,74,49
175,1103,613,311,car,122,105
179,1103,449,480,car,195,178
183,1103,1304,155,car,49,35
199,1103,689,279,car,79,65
156,1104,165,916,car,335,333
164,1104,564,405,car,120,104
171,1104,711,242,car,75,49
175,1104,613,315,car,119,103
179,1104,439,490,car,196,181
183,1104,1302,154,car,49,36
199,1104,686,281,car,79,66
156,1105,152,935,car,306,302
164,1105,562,408,car,121,105
171,1105,715,241,car,74,48
175,1105,610,317,car,122,105
179,1105,432,499,car,201,189
183,1105,1303,154,car,50,36
199,1105,684,282,car,76,64
156,1106,138,955,car,310,305
164,1106,559,416,car,124,108
175,1106,609,319,car,126,110
179,1106,424,508,car,202,191
199,1106,683,283,car,75,64
164,1107,554,421,car,125,109
175,1107,605,324,car,120,104
179,1107,417,517,car,207,197
199,1107,681,285,car,74,62
164,1108,549,426,car,126,110
175,1108,602,327,car,118,101
179,1108,408,528,car,220,211
199,1108,677,286,car,71,60
164,1109,540,433,car,127,111
175,1109,600,325,car,112,96
179,1109,398,539,car,225,217
199,1109,675,287,car,69,57
164,1110,535,438,car,129,111
175,1110,597,327,car,120,102
179,1110,388,551,car,224,215
199,1110,673,287,car,72,59
204,1110,1706,392,car,76,83
162,1111,586,358,car,110,66
164,1111,532,445,car,133,114
175,1111,596,328,car,121,103
179,1111,377,564,car,227,219
199,1111,671,290,car,76,62
204,1111,1671,375,car,79,82
162,1112,588,356,car,109,65
164,1112,526,450,car,137,116
175,1112,594,336,car,120,102
179,1112,370,572,car,232,224
199,1112,667,292,car,77,63
204,1112,1642,356,car,80,80
164,1113,523,460,car,141,120
175,1113,587,341,car,124,106
179,1113,357,590,car,240,234
